lake_id,lake_name,district
LID 29735,NA,Invercargill (Southland)
LID 29736,NA,Milford Sound (Southland)
LID 29739,NA,Invercargill (Southland)
LID 29748,Gair Loch,Milford Sound (Southland)
LID 29755,NA,Milford Sound (Southland)
LID 29756,NA,Milford Sound (Southland)
LID 29790,NA,Milford Sound (Southland)
LID 29795,NA,Milford Sound (Southland)
LID 29802,NA,Invercargill (Southland)
LID 29806,NA,Invercargill (Southland)
LID 29810,NA,Milford Sound (Southland)
LID 29814,NA,Milford Sound (Southland)
LID 29820,NA,Milford Sound (Southland)
LID 29821,Lake St Patrick,Milford Sound (Southland)
LID 29829,NA,Invercargill (Southland)
LID 29831,NA,Invercargill (Southland)
LID 29847,Lake Earnslaw,Milford Sound (Southland)
LID 29848,NA,Milford Sound (Southland)
LID 29851,NA,Milford Sound (Southland)
LID 29858,NA,Milford Sound (Southland)
LID 29863,NA,Milford Sound (Southland)
LID 29878,NA,Milford Sound (Southland)
LID 29879,NA,Milford Sound (Southland)
LID 29881,NA,Milford Sound (Southland)
LID 29883,NA,Milford Sound (Southland)
LID 29891,NA,Milford Sound (Southland)
LID 29895,NA,Invercargill (Southland)
LID 29907,NA,Invercargill (Southland)
LID 29917,Pyramid Lake,Invercargill (Southland)
LID 29937,NA,Invercargill (Southland)
LID 29938,NA,Invercargill (Southland)
LID 29953,NA,Invercargill (Southland)
LID 29956,Shallow Lake,Invercargill (Southland)
LID 29957,NA,Invercargill (Southland)
LID 29958,NA,Invercargill (Southland)
LID 29962,NA,Invercargill (Southland)
LID 29963,NA,Invercargill (Southland)
LID 29964,NA,Invercargill (Southland)
LID 29969,NA,Invercargill (Southland)
LID 29976,NA,Invercargill (Southland)
LID 29981,NA,Invercargill (Southland)
LID 30017,NA,Invercargill (Southland)
LID 30020,NA,Invercargill (Southland)
LID 30023,NA,Invercargill (Southland)
LID 30038,NA,Invercargill (Southland)
LID 30150,NA,Gore (Southland)
LID 30193,NA,Dannevirke (Manawatu-Whanganui)
LID 30230,NA,Dannevirke (Manawatu-Whanganui)
LID 30249,NA,Dannevirke (Manawatu-Whanganui)
LID 30267,NA,Dannevirke (Manawatu-Whanganui)
LID 30276,NA,Invercargill (Southland)
LID 30278,NA,Invercargill (Southland)
LID 30288,NA,Invercargill (Southland)
LID 30299,NA,Queenstown (Otago)
LID 30311,NA,Invercargill (Southland)
LID 30342,NA,Invercargill (Southland)
LID 30344,NA,Invercargill (Southland)
LID 30345,NA,Invercargill (Southland)
LID 30346,NA,Invercargill (Southland)
LID 30373,NA,Invercargill (Southland)
LID 30380,Rakatu,Invercargill (Southland)
LID 30382,NA,Invercargill (Southland)
LID 30441,NA,Invercargill (Southland)
LID 30448,NA,Invercargill (Southland)
LID 30452,NA,Invercargill (Southland)
LID 30487,Lake Sheila,Invercargill (Southland)
LID 30488,NA,Invercargill (Southland)
LID 30489,Lake Alexander,Invercargill (Southland)
LID 30490,NA,Invercargill (Southland)
LID 30492,NA,Invercargill (Southland)
LID 30494,NA,Invercargill (Southland)
LID 30496,NA,Invercargill (Southland)
LID 30497,Lake Calder,Invercargill (Southland)
LID 30516,NA,Invercargill (Southland)
LID 30517,NA,Invercargill (Southland)
LID 30524,NA,Invercargill (Southland)
LID 30527,NA,Invercargill (Southland)
LID 30553,NA,Invercargill (Southland)
LID 30555,NA,Invercargill (Southland)
LID 30567,NA,Invercargill (Southland)
LID 30574,NA,Invercargill (Southland)
LID 30765,NA,Invercargill (Southland)
LID 30783,NA,Invercargill (Southland)
LID 30803,NA,Invercargill (Southland)
LID 30810,Murihiku,Invercargill (Southland)
LID 30812,Big Lagoon,Invercargill (Southland)
LID 30836,NA,Invercargill (Southland)
LID 30838,NA,Invercargill (Southland)
LID 30851,NA,Invercargill (Southland)
LID 30861,Lake Bennett,Invercargill (Southland)
LID 30958,NA,Invercargill (Southland)
LID 30961,NA,Invercargill (Southland)
LID 30963,NA,Invercargill (Southland)
LID 30970,NA,Invercargill (Southland)
LID 30976,NA,Invercargill (Southland)
LID 30977,NA,Invercargill (Southland)
LID 31181,NA,Invercargill (Southland)
LID 31187,NA,Invercargill (Southland)
LID 31265,NA,Invercargill (Southland)
LID 31271,NA,Invercargill (Southland)
LID 31274,NA,Invercargill (Southland)
LID 31387,NA,Invercargill (Southland)
LID 31390,NA,Invercargill (Southland)
LID 31529,NA,Gore (Southland)
LID 31610,NA,Gore (Southland)
LID 31714,NA,Gore (Southland)
LID 31749,Mahangaiti,Dannevirke (Manawatu-Whanganui)
LID 31750,NA,Dannevirke (Manawatu-Whanganui)
LID 31777,NA,Dannevirke (Manawatu-Whanganui)
LID 31779,NA,Dannevirke (Manawatu-Whanganui)
LID 31847,NA,Dannevirke (Manawatu-Whanganui)
LID 31879,NA,Dannevirke (Manawatu-Whanganui)
LID 31904,NA,Dannevirke (Manawatu-Whanganui)
LID 31953,NA,Dannevirke (Manawatu-Whanganui)
LID 31983,NA,Dannevirke (Manawatu-Whanganui)
LID 32151,NA,Dannevirke (Manawatu-Whanganui)
LID 32184,NA,Dannevirke (Manawatu-Whanganui)
LID 32287,Purimu,Dannevirke (Manawatu-Whanganui)
LID 32338,NA,Dannevirke (Manawatu-Whanganui)
LID 32427,Pohue,Napier (Hawke's Bay)
LID 32444,NA,Napier (Hawke's Bay)
LID 32446,NA,Napier (Hawke's Bay)
LID 32448,NA,Napier (Hawke's Bay)
LID 32466,NA,Napier (Hawke's Bay)
LID 32478,Opouahi,Napier (Hawke's Bay)
LID 32500,NA,Gisborne (Gisborne)
LID 32561,NA,Dannevirke (Manawatu-Whanganui)
LID 32605,NA,Dannevirke (Manawatu-Whanganui)
LID 32611,NA,Dannevirke (Manawatu-Whanganui)
LID 32635,NA,Dannevirke (Manawatu-Whanganui)
LID 32636,NA,Dannevirke (Manawatu-Whanganui)
LID 32639,NA,Dannevirke (Manawatu-Whanganui)
LID 32647,NA,Dannevirke (Manawatu-Whanganui)
LID 32649,NA,Dannevirke (Manawatu-Whanganui)
LID 32658,NA,Dannevirke (Manawatu-Whanganui)
LID 32667,NA,Dannevirke (Manawatu-Whanganui)
LID 32727,NA,Dannevirke (Manawatu-Whanganui)
LID 32777,NA,Dannevirke (Manawatu-Whanganui)
LID 32805,Hatuma,Dannevirke (Manawatu-Whanganui)
LID 32835,NA,Dannevirke (Manawatu-Whanganui)
LID 32836,NA,Dannevirke (Manawatu-Whanganui)
LID 32852,NA,Dannevirke (Manawatu-Whanganui)
LID 32996,NA,Dannevirke (Manawatu-Whanganui)
LID 33008,NA,Dannevirke (Manawatu-Whanganui)
LID 33009,NA,Dannevirke (Manawatu-Whanganui)
LID 33010,NA,Dannevirke (Manawatu-Whanganui)
LID 33027,NA,Dannevirke (Manawatu-Whanganui)
LID 33033,NA,Dannevirke (Manawatu-Whanganui)
LID 33062,NA,Dannevirke (Manawatu-Whanganui)
LID 33063,NA,Dannevirke (Manawatu-Whanganui)
LID 33065,NA,Dannevirke (Manawatu-Whanganui)
LID 33083,NA,Dannevirke (Manawatu-Whanganui)
LID 33085,NA,Dannevirke (Manawatu-Whanganui)
LID 33095,NA,Dannevirke (Manawatu-Whanganui)
LID 33101,NA,Dannevirke (Manawatu-Whanganui)
LID 33117,NA,Dannevirke (Manawatu-Whanganui)
LID 33133,NA,Dannevirke (Manawatu-Whanganui)
LID 33143,NA,Dannevirke (Manawatu-Whanganui)
LID 33151,NA,Dannevirke (Manawatu-Whanganui)
LID 33152,NA,Dannevirke (Manawatu-Whanganui)
LID 33158,NA,Dannevirke (Manawatu-Whanganui)
LID 33189,NA,Dannevirke (Manawatu-Whanganui)
LID 33228,NA,Dannevirke (Manawatu-Whanganui)
LID 33230,NA,Dannevirke (Manawatu-Whanganui)
LID 33237,NA,Dannevirke (Manawatu-Whanganui)
LID 33269,NA,Dannevirke (Manawatu-Whanganui)
LID 33287,NA,Dannevirke (Manawatu-Whanganui)
LID 33288,NA,Dannevirke (Manawatu-Whanganui)
LID 33293,NA,Dannevirke (Manawatu-Whanganui)
LID 33307,NA,Dannevirke (Manawatu-Whanganui)
LID 33309,Long Range Lake,Dannevirke (Manawatu-Whanganui)
LID 33336,NA,Dannevirke (Manawatu-Whanganui)
LID 33337,NA,Dannevirke (Manawatu-Whanganui)
LID 33392,NA,Dannevirke (Manawatu-Whanganui)
LID 33427,NA,Dannevirke (Manawatu-Whanganui)
LID 33429,NA,Dannevirke (Manawatu-Whanganui)
LID 33437,NA,Dannevirke (Manawatu-Whanganui)
LID 33553,NA,Napier (Hawke's Bay)
LID 33594,NA,Dannevirke (Manawatu-Whanganui)
LID 33597,NA,Dannevirke (Manawatu-Whanganui)
LID 33601,NA,Dannevirke (Manawatu-Whanganui)
LID 33606,NA,Dannevirke (Manawatu-Whanganui)
LID 33614,NA,Dannevirke (Manawatu-Whanganui)
LID 33622,NA,Dannevirke (Manawatu-Whanganui)
LID 33638,NA,Dannevirke (Manawatu-Whanganui)
LID 33651,NA,Dannevirke (Manawatu-Whanganui)
LID 33652,NA,Dannevirke (Manawatu-Whanganui)
LID 33672,NA,Dannevirke (Manawatu-Whanganui)
LID 33732,NA,Dannevirke (Manawatu-Whanganui)
LID 33734,NA,Dannevirke (Manawatu-Whanganui)
LID 33735,NA,Dannevirke (Manawatu-Whanganui)
LID 33779,NA,Napier (Hawke's Bay)
LID 33781,NA,Napier (Hawke's Bay)
LID 33834,NA,Napier (Hawke's Bay)
LID 33862,NA,Napier (Hawke's Bay)
LID 33865,NA,Napier (Hawke's Bay)
LID 33905,NA,Reefton (West Coast)
LID 33927,NA,Reefton (West Coast)
LID 33941,NA,Napier (Hawke's Bay)
LID 33949,NA,Napier (Hawke's Bay)
LID 33970,NA,Napier (Hawke's Bay)
LID 34051,Kokopunui (Lake Colenso),Waiouru (Manawatu-Whanganui)
LID 34093,NA,Napier (Hawke's Bay)
LID 34118,NA,Napier (Hawke's Bay)
LID 34133,NA,Napier (Hawke's Bay)
LID 34140,NA,Napier (Hawke's Bay)
LID 34200,NA,Taupo (Waikato)
LID 34222,NA,Napier (Hawke's Bay)
LID 34298,NA,Reefton (West Coast)
LID 34299,NA,Reefton (West Coast)
LID 34301,NA,Reefton (West Coast)
LID 34312,NA,Reefton (West Coast)
LID 34434,NA,Dannevirke (Manawatu-Whanganui)
LID 34496,NA,Napier (Hawke's Bay)
LID 34599,NA,Napier (Hawke's Bay)
LID 34626,NA,Napier (Hawke's Bay)
LID 34653,NA,Napier (Hawke's Bay)
LID 34663,Te Paeroa,Gisborne (Gisborne)
LID 34664,NA,Gisborne (Gisborne)
LID 34665,Whakaki,Gisborne (Gisborne)
LID 34666,NA,Gisborne (Gisborne)
LID 34667,NA,Gisborne (Gisborne)
LID 34668,NA,Gisborne (Gisborne)
LID 34669,NA,Gisborne (Gisborne)
LID 34688,NA,Gisborne (Gisborne)
LID 34689,NA,Gisborne (Gisborne)
LID 34690,NA,Gisborne (Gisborne)
LID 34726,NA,Dannevirke (Manawatu-Whanganui)
LID 34740,NA,Dannevirke (Manawatu-Whanganui)
LID 34742,NA,Napier (Hawke's Bay)
LID 34744,NA,Napier (Hawke's Bay)
LID 34895,NA,Napier (Hawke's Bay)
LID 34942,NA,Napier (Hawke's Bay)
LID 34979,NA,Napier (Hawke's Bay)
LID 35180,NA,Napier (Hawke's Bay)
LID 35312,NA,Dannevirke (Manawatu-Whanganui)
LID 35328,NA,Napier (Hawke's Bay)
LID 35406,NA,Napier (Hawke's Bay)
LID 35422,Horseshoe Lake,Napier (Hawke's Bay)
LID 35424,NA,Napier (Hawke's Bay)
LID 35438,NA,Napier (Hawke's Bay)
LID 35441,NA,Napier (Hawke's Bay)
LID 35479,NA,Napier (Hawke's Bay)
LID 35496,NA,Napier (Hawke's Bay)
LID 35530,NA,Napier (Hawke's Bay)
LID 35555,NA,Napier (Hawke's Bay)
LID 35590,NA,Napier (Hawke's Bay)
LID 35606,NA,Napier (Hawke's Bay)
LID 35645,NA,Napier (Hawke's Bay)
LID 35646,NA,Napier (Hawke's Bay)
LID 35656,NA,Napier (Hawke's Bay)
LID 35662,Poukawa,Napier (Hawke's Bay)
LID 35767,NA,Napier (Hawke's Bay)
LID 35802,NA,Napier (Hawke's Bay)
LID 35867,NA,Napier (Hawke's Bay)
LID 35933,NA,Napier (Hawke's Bay)
LID 35958,NA,Reefton (West Coast)
LID 35963,NA,Reefton (West Coast)
LID 35965,NA,Reefton (West Coast)
LID 35966,NA,Reefton (West Coast)
LID 35967,NA,Reefton (West Coast)
LID 35968,NA,Reefton (West Coast)
LID 35969,NA,Reefton (West Coast)
LID 35973,NA,Reefton (West Coast)
LID 35974,NA,Reefton (West Coast)
LID 35975,NA,Reefton (West Coast)
LID 35976,NA,Reefton (West Coast)
LID 36025,NA,Gore (Southland)
LID 36030,NA,Gore (Southland)
LID 36032,NA,Gore (Southland)
LID 36033,NA,Gore (Southland)
LID 36046,Catlins Lake,Gore (Southland)
LID 36088,NA,Napier (Hawke's Bay)
LID 36096,Oingo Lake,Napier (Hawke's Bay)
LID 36132,NA,Napier (Hawke's Bay)
LID 36136,NA,Napier (Hawke's Bay)
LID 36137,NA,Napier (Hawke's Bay)
LID 36152,NA,Napier (Hawke's Bay)
LID 36173,NA,Napier (Hawke's Bay)
LID 36174,NA,Napier (Hawke's Bay)
LID 36202,NA,Napier (Hawke's Bay)
LID 36215,Runanga,Napier (Hawke's Bay)
LID 36275,NA,Napier (Hawke's Bay)
LID 36285,Hurimoana,Napier (Hawke's Bay)
LID 36314,Kautuku,Napier (Hawke's Bay)
LID 36315,Potaka,Napier (Hawke's Bay)
LID 36316,NA,Napier (Hawke's Bay)
LID 36343,NA,Napier (Hawke's Bay)
LID 36375,NA,Napier (Hawke's Bay)
LID 36376,NA,Napier (Hawke's Bay)
LID 36377,NA,Napier (Hawke's Bay)
LID 36429,NA,Waiouru (Manawatu-Whanganui)
LID 36493,NA,Napier (Hawke's Bay)
LID 36631,NA,Napier (Hawke's Bay)
LID 36741,The Lakes,Napier (Hawke's Bay)
LID 36742,NA,Napier (Hawke's Bay)
LID 36776,NA,Napier (Hawke's Bay)
LID 36783,Horotea,Waiouru (Manawatu-Whanganui)
LID 36809,NA,Napier (Hawke's Bay)
LID 36889,NA,Napier (Hawke's Bay)
LID 36891,NA,Napier (Hawke's Bay)
LID 36910,NA,Napier (Hawke's Bay)
LID 36911,NA,Napier (Hawke's Bay)
LID 36918,NA,Napier (Hawke's Bay)
LID 36950,NA,Napier (Hawke's Bay)
LID 36959,NA,Napier (Hawke's Bay)
LID 36960,NA,Napier (Hawke's Bay)
LID 36966,NA,Napier (Hawke's Bay)
LID 36979,Orakai,Napier (Hawke's Bay)
LID 36980,Waikopiro,Napier (Hawke's Bay)
LID 36981,Tutira,Napier (Hawke's Bay)
LID 37032,NA,Napier (Hawke's Bay)
LID 37049,NA,Napier (Hawke's Bay)
LID 37120,NA,Napier (Hawke's Bay)
LID 37201,NA,Napier (Hawke's Bay)
LID 37202,NA,Napier (Hawke's Bay)
LID 37203,NA,Napier (Hawke's Bay)
LID 37224,NA,Napier (Hawke's Bay)
LID 37255,NA,Napier (Hawke's Bay)
LID 37268,Pouarua,Taupo (Waikato)
LID 37274,NA,Taupo (Waikato)
LID 37296,NA,Napier (Hawke's Bay)
LID 37414,NA,Napier (Hawke's Bay)
LID 37482,NA,Napier (Hawke's Bay)
LID 37529,Rotongaio,Napier (Hawke's Bay)
LID 37530,Rotoroa,Napier (Hawke's Bay)
LID 37534,Rotonuiaha,Napier (Hawke's Bay)
LID 37549,NA,Napier (Hawke's Bay)
LID 37589,NA,Napier (Hawke's Bay)
LID 37603,NA,Napier (Hawke's Bay)
LID 37607,Ohuia,Gisborne (Gisborne)
LID 37608,NA,Gisborne (Gisborne)
LID 37609,Wairau,Gisborne (Gisborne)
LID 37621,NA,Gisborne (Gisborne)
LID 37622,NA,Gisborne (Gisborne)
LID 37649,NA,Gisborne (Gisborne)
LID 37660,NA,Gisborne (Gisborne)
LID 37663,NA,Gisborne (Gisborne)
LID 37665,NA,Gisborne (Gisborne)
LID 37676,NA,Gisborne (Gisborne)
LID 37678,NA,Gisborne (Gisborne)
LID 37679,NA,Gisborne (Gisborne)
LID 37685,NA,Gisborne (Gisborne)
LID 37701,NA,Hokitika (West Coast)
LID 37702,NA,Hokitika (West Coast)
LID 37705,NA,Hokitika (West Coast)
LID 37717,Lake Browning,Hokitika (West Coast)
LID 37848,NA,Napier (Hawke's Bay)
LID 37855,Ruapapa,Napier (Hawke's Bay)
LID 37857,NA,Napier (Hawke's Bay)
LID 37868,NA,Napier (Hawke's Bay)
LID 37892,NA,Gisborne (Gisborne)
LID 37988,NA,Gisborne (Gisborne)
LID 37989,NA,Gisborne (Gisborne)
LID 38031,NA,Gisborne (Gisborne)
LID 38062,NA,Gisborne (Gisborne)
LID 38075,NA,Gisborne (Gisborne)
LID 38076,NA,Gisborne (Gisborne)
LID 38080,Rotopounamu,Gisborne (Gisborne)
LID 38143,NA,Hokitika (West Coast)
LID 38147,NA,Hokitika (West Coast)
LID 38163,NA,Hokitika (West Coast)
LID 38164,NA,Hokitika (West Coast)
LID 38169,NA,Hokitika (West Coast)
LID 38170,Ogilvie Lagoon,Hokitika (West Coast)
LID 38175,NA,Hokitika (West Coast)
LID 38184,NA,Hokitika (West Coast)
LID 38185,NA,Hokitika (West Coast)
LID 38196,NA,Reefton (West Coast)
LID 38213,NA,Reefton (West Coast)
LID 38228,NA,Rotorua (Bay of Plenty)
LID 38230,NA,Rotorua (Bay of Plenty)
LID 38233,Otumahi,Rotorua (Bay of Plenty)
LID 38246,NA,Rotorua (Bay of Plenty)
LID 38252,NA,Rotorua (Bay of Plenty)
LID 38253,NA,Rotorua (Bay of Plenty)
LID 38254,NA,Rotorua (Bay of Plenty)
LID 38255,NA,Rotorua (Bay of Plenty)
LID 38289,NA,Gore (Southland)
LID 38291,NA,Gore (Southland)
LID 38314,NA,Gore (Southland)
LID 38316,NA,Gore (Southland)
LID 38360,NA,Gisborne (Gisborne)
LID 38362,NA,Gisborne (Gisborne)
LID 38421,Mahinapua,Hokitika (West Coast)
LID 38422,NA,Hokitika (West Coast)
LID 38423,NA,Hokitika (West Coast)
LID 38429,NA,Hokitika (West Coast)
LID 38432,NA,Hokitika (West Coast)
LID 38434,Lake Tarleton,Hokitika (West Coast)
LID 38438,NA,Hokitika (West Coast)
LID 38464,NA,Hokitika (West Coast)
LID 38466,NA,Hokitika (West Coast)
LID 38482,NA,Hokitika (West Coast)
LID 38488,Lake Arthur,Hokitika (West Coast)
LID 38493,NA,Hokitika (West Coast)
LID 38500,Manks Tarn,Hokitika (West Coast)
LID 38502,Lake Kaniere,Hokitika (West Coast)
LID 38520,NA,Hokitika (West Coast)
LID 38521,Okuku,Hokitika (West Coast)
LID 38526,NA,Hokitika (West Coast)
LID 38542,NA,Hokitika (West Coast)
LID 38545,NA,Hokitika (West Coast)
LID 38554,Lake Florence,Hokitika (West Coast)
LID 38613,NA,Hokitika (West Coast)
LID 38614,Lake Mudgie,Hokitika (West Coast)
LID 38616,NA,Hokitika (West Coast)
LID 38617,NA,Hokitika (West Coast)
LID 38633,NA,Hokitika (West Coast)
LID 38636,NA,Hokitika (West Coast)
LID 38637,NA,Hokitika (West Coast)
LID 38638,Kapitea,Hokitika (West Coast)
LID 38639,NA,Hokitika (West Coast)
LID 38643,NA,Hokitika (West Coast)
LID 38645,NA,Hokitika (West Coast)
LID 38648,NA,Hokitika (West Coast)
LID 38658,NA,Hokitika (West Coast)
LID 38661,Swans Retreat Lagoon,Hokitika (West Coast)
LID 38664,Kangaroo Lake,Hokitika (West Coast)
LID 38665,Lady Lake,Hokitika (West Coast)
LID 38684,NA,Reefton (West Coast)
LID 38704,NA,Reefton (West Coast)
LID 38705,NA,Reefton (West Coast)
LID 38709,NA,Reefton (West Coast)
LID 38712,NA,Reefton (West Coast)
LID 38722,NA,Gisborne (Gisborne)
LID 38774,NA,Gisborne (Gisborne)
LID 38890,NA,Hokitika (West Coast)
LID 38891,NA,Hokitika (West Coast)
LID 38892,NA,Hokitika (West Coast)
LID 38893,NA,Hokitika (West Coast)
LID 38894,NA,Hokitika (West Coast)
LID 38896,NA,Hokitika (West Coast)
LID 38902,NA,Hokitika (West Coast)
LID 38941,NA,Hokitika (West Coast)
LID 38942,Lake Julia,Hokitika (West Coast)
LID 38946,Lake Ruby,Hokitika (West Coast)
LID 38949,NA,Hokitika (West Coast)
LID 38955,Poerua,Hokitika (West Coast)
LID 38960,NA,Hokitika (West Coast)
LID 38967,Lake Swan,Hokitika (West Coast)
LID 38969,Lake Whitestone,Hokitika (West Coast)
LID 38974,Lake Brunner,Hokitika (West Coast)
LID 38982,NA,Christchurch (Canterbury)
LID 38984,NA,Christchurch (Canterbury)
LID 38999,Lake Mavis,Hokitika (West Coast)
LID 39011,Lake Anna,Hokitika (West Coast)
LID 39012,Lake Sally,Hokitika (West Coast)
LID 39016,Tarn,Hokitika (West Coast)
LID 39050,Kaurapataka,Hokitika (West Coast)
LID 39056,Lake Minchin,Hokitika (West Coast)
LID 39085,Lake Man,Reefton (West Coast)
LID 39098,NA,Hokitika (West Coast)
LID 39100,NA,Hokitika (West Coast)
LID 39101,NA,Hokitika (West Coast)
LID 39102,NA,Hokitika (West Coast)
LID 39103,NA,Hokitika (West Coast)
LID 39107,NA,Hokitika (West Coast)
LID 39109,Lake Ryan,Hokitika (West Coast)
LID 39122,Lake Grace,Christchurch (Canterbury)
LID 39129,NA,Christchurch (Canterbury)
LID 39142,NA,Christchurch (Canterbury)
LID 39166,Lake Mason S,Reefton (West Coast)
LID 39191,Lake Morgan,Hokitika (West Coast)
LID 39225,Haupiri,Reefton (West Coast)
LID 39226,Ahaura,Reefton (West Coast)
LID 39261,NA,Reefton (West Coast)
LID 39262,NA,Reefton (West Coast)
LID 39275,NA,Reefton (West Coast)
LID 39293,NA,Reefton (West Coast)
LID 39297,Lake Mason N,Reefton (West Coast)
LID 39343,NA,Reefton (West Coast)
LID 39354,NA,Reefton (West Coast)
LID 39356,Lake Taylor,Reefton (West Coast)
LID 39357,Lake Sheppard,Reefton (West Coast)
LID 39358,Lake Mary,Reefton (West Coast)
LID 39359,NA,Reefton (West Coast)
LID 39364,Loch Katrine,Reefton (West Coast)
LID 39367,Lake Marion,Reefton (West Coast)
LID 39372,Morris Tarn,Reefton (West Coast)
LID 39379,NA,Hokitika (West Coast)
LID 39380,NA,Hokitika (West Coast)
LID 39408,NA,Hokitika (West Coast)
LID 39409,NA,Hokitika (West Coast)
LID 39410,NA,Hokitika (West Coast)
LID 39411,NA,Reefton (West Coast)
LID 39412,NA,Reefton (West Coast)
LID 39417,NA,Reefton (West Coast)
LID 39430,NA,Reefton (West Coast)
LID 39431,NA,Reefton (West Coast)
LID 39436,NA,Reefton (West Coast)
LID 39438,NA,Reefton (West Coast)
LID 39462,NA,Reefton (West Coast)
LID 39466,NA,Reefton (West Coast)
LID 39467,NA,Reefton (West Coast)
LID 39478,NA,Reefton (West Coast)
LID 39479,NA,Reefton (West Coast)
LID 39509,NA,Reefton (West Coast)
LID 39518,NA,Reefton (West Coast)
LID 39520,Morgan Tarn,Reefton (West Coast)
LID 39523,NA,Reefton (West Coast)
LID 39532,NA,Reefton (West Coast)
LID 39543,NA,Reefton (West Coast)
LID 39551,NA,Reefton (West Coast)
LID 39552,NA,Reefton (West Coast)
LID 39569,NA,Reefton (West Coast)
LID 39570,NA,Reefton (West Coast)
LID 39579,NA,Reefton (West Coast)
LID 39581,NA,Reefton (West Coast)
LID 39590,NA,Reefton (West Coast)
LID 39599,NA,Reefton (West Coast)
LID 39602,NA,Reefton (West Coast)
LID 39604,NA,Reefton (West Coast)
LID 39606,NA,Reefton (West Coast)
LID 39610,NA,Reefton (West Coast)
LID 39611,Gillows Dam,Reefton (West Coast)
LID 39621,Lake Hochstetter,Reefton (West Coast)
LID 39625,NA,Reefton (West Coast)
LID 39653,NA,Reefton (West Coast)
LID 39668,NA,Reefton (West Coast)
LID 39673,NA,Reefton (West Coast)
LID 39676,NA,Reefton (West Coast)
LID 39677,NA,Reefton (West Coast)
LID 39678,NA,Reefton (West Coast)
LID 39679,NA,Reefton (West Coast)
LID 39680,NA,Reefton (West Coast)
LID 39681,NA,Reefton (West Coast)
LID 39683,NA,Reefton (West Coast)
LID 39684,NA,Reefton (West Coast)
LID 39687,NA,Reefton (West Coast)
LID 39688,NA,Reefton (West Coast)
LID 39694,NA,Reefton (West Coast)
LID 39695,NA,Reefton (West Coast)
LID 39700,NA,Reefton (West Coast)
LID 39713,NA,Reefton (West Coast)
LID 39718,NA,Reefton (West Coast)
LID 39722,NA,Reefton (West Coast)
LID 39727,NA,Reefton (West Coast)
LID 39732,NA,Reefton (West Coast)
LID 39791,NA,Reefton (West Coast)
LID 39793,NA,Reefton (West Coast)
LID 39798,NA,Reefton (West Coast)
LID 39822,NA,Reefton (West Coast)
LID 39823,NA,Reefton (West Coast)
LID 39837,Lake Christabel,Reefton (West Coast)
LID 39866,NA,Reefton (West Coast)
LID 39876,Aniwhenua,Rotorua (Bay of Plenty)
LID 39879,Green Lake,Rotorua (Bay of Plenty)
LID 39884,Rotoatua,Rotorua (Bay of Plenty)
LID 39885,Te Hapua,Rotorua (Bay of Plenty)
LID 39929,NA,Reefton (West Coast)
LID 39949,NA,Reefton (West Coast)
LID 39950,Rahui,Reefton (West Coast)
LID 39952,NA,Reefton (West Coast)
LID 39953,NA,Reefton (West Coast)
LID 39958,Lake Rochfort,Reefton (West Coast)
LID 39961,NA,Reefton (West Coast)
LID 39964,NA,Reefton (West Coast)
LID 39974,NA,Reefton (West Coast)
LID 39979,NA,Reefton (West Coast)
LID 39991,NA,Reefton (West Coast)
LID 39998,NA,Reefton (West Coast)
LID 40004,Lake Caslani,Reefton (West Coast)
LID 40005,NA,Reefton (West Coast)
LID 40008,NA,Reefton (West Coast)
LID 40010,NA,Reefton (West Coast)
LID 40038,Arahaki,Taupo (Waikato)
LID 40050,Waikaremoana,Gisborne (Gisborne)
LID 40051,NA,Taupo (Waikato)
LID 40069,Rerewhakaaitu [Awaatua],Rotorua (Bay of Plenty)
LID 40070,NA,Rotorua (Bay of Plenty)
LID 40071,Rerewhakaaitu,Rotorua (Bay of Plenty)
LID 40072,Flaxy Lake,Taupo (Waikato)
LID 40086,NA,Rotorua (Bay of Plenty)
LID 40101,Matahi,Rotorua (Bay of Plenty)
LID 40102,Rotoma,Rotorua (Bay of Plenty)
LID 40104,NA,Rotorua (Bay of Plenty)
LID 40107,Rotoitipaku,Rotorua (Bay of Plenty)
LID 40110,Pupuwharau,Rotorua (Bay of Plenty)
LID 40111,NA,Rotorua (Bay of Plenty)
LID 40112,NA,Rotorua (Bay of Plenty)
LID 40117,NA,Rotorua (Bay of Plenty)
LID 40118,NA,Rotorua (Bay of Plenty)
LID 40119,NA,Rotorua (Bay of Plenty)
LID 40120,Rotoroa,Rotorua (Bay of Plenty)
LID 40122,NA,Rotorua (Bay of Plenty)
LID 40124,Matahina,Rotorua (Bay of Plenty)
LID 40128,NA,Rotorua (Bay of Plenty)
LID 40135,Taikehu,Rotorua (Bay of Plenty)
LID 40188,Rotoehu,Rotorua (Bay of Plenty)
LID 40190,Te Onewhero ,Rotorua (Bay of Plenty)
LID 40191,Whakarewarewa,Rotorua (Bay of Plenty)
LID 40202,Tamurenui,Rotorua (Bay of Plenty)
LID 40206,NA,Rotorua (Bay of Plenty)
LID 40210,NA,Rotorua (Bay of Plenty)
LID 40211,NA,Rotorua (Bay of Plenty)
LID 40215,NA,Rotorua (Bay of Plenty)
LID 40216,NA,Rotorua (Bay of Plenty)
LID 40232,Sullivan Lake,Rotorua (Bay of Plenty)
LID 40238,NA,Rotorua (Bay of Plenty)
