"date","LID","Name","LST","year"
2004-10-24,"46043","Lake Duncan",8.89037922632741,2004
2013-05-10,"52138","Secretary Lake",7.80828147253436,2013
2007-04-08,"53402","Acheron Lakes",10.6305573555085,2007
2011-09-05,"27558","Island Lake",2.81725211467875,2011
2021-04-30,"28532","Lake Innes",10.7882876628657,2021
2015-03-31,"26477","Lake Tennyson",12.8847210171004,2015
2019-02-22,"39357","Lake Sheppard",18.3152821937369,2019
2023-04-04,"51242","Cosseys Reservoir",17.0146738089149,2023
2005-06-05,"30278","0",3.04552170782603,2005
2017-11-29,"52660","Lake Ogle",17.6275976516015,2017
2011-06-29,"52194","0",3.72336088720044,2011
2011-06-29,"52152","0",4.93399763268786,2011
2003-02-26,"24995","Island Lake",13.9917462924488,2003
2010-07-25,"11133","Lake Rotorua",9.05557347087449,2010
2011-07-15,"52243","Lake Marchant",5.51915555158001,2011
2017-11-29,"53401","Acheron Lakes",18.472278237854,2017
2011-05-30,"46775","Lake Roto Te Koeti",3.65188990289204,2011
2005-06-05,"52292","Teardrop Lake",4.70853150019508,2005
2005-06-05,"52389","Lake Hall",3.65135025326055,2005
2005-06-05,"52397","Lake Te Au",5.26815569573131,2005
2005-06-05,"28907","0",3.57522901935192,2005
2011-07-15,"52397","Lake Te Au",3.04406738366595,2011
2005-06-05,"52393","Lake Hilda",5.58462080401989,2005
2006-05-16,"24422","Lake Rotokawau",13.5841517896621,2006
2006-05-16,"21434","Lake Wai Raupo",15.5751380620349,2006
2006-05-16,"21433","Lake Ngakeketa",15.5829763950638,2006
2017-11-29,"49725","Lake Nerine",5.56358849766815,2017
2006-05-16,"19576","0",14.4167031610414,2006
2008-09-19,"49643","0",14.7439395832394,2008
2005-06-05,"29729","0",0.513930688186178,2005
2011-06-15,"48451","Lake Coleridge",10.0113188225525,2011
2011-06-15,"47892","Lake Heron",3.15030738612876,2011
2011-06-15,"41305","Lake Clearwater",3.57522901935192,2011
2011-06-15,"48213","Lake Selfe",6.59227759809835,2011
2011-06-15,"47193","Lake Alexandrina",1.81206763197679,2011
2015-04-25,"12830","Lake Harihari",16.9707545884167,2015
2015-04-25,"12873","Lake Numiti",16.9518074561265,2015
2011-06-15,"47860","Lake Emily",2.89720784139831,2011
2011-06-15,"41306","Lake Camp",4.24906570795798,2011
2011-06-15,"41354","Lake Roundabout",2.55204034671488,2011
2011-06-15,"46723","Lake Moeraki",9.14243584013525,2011
2015-04-25,"50470","Lake Kopuera",16.980354399553,2015
2008-09-19,"50377","Lake Waingata",14.3258935925417,2008
2011-07-15,"52235","Myth Tarn",2.41906016613945,2011
2017-12-31,"52722","Lake Alice",19.3703135151222,2017
2015-04-25,"50782","Lake Waikare",16.075150772147,2015
2015-04-25,"49180","Lake Whangape",16.9595265292693,2015
2015-04-25,"49186","Lake Rotongaro",16.7592092068337,2015
2015-04-25,"49090","Lake Ohinewai",17.1139748539958,2015
2011-06-15,"46964","Lake Wahapo",10.1882741351144,2011
2008-10-21,"50413","Lake Rotokawau",19.1145216001142,2008
2016-02-12,"29031","Lake Kakapo",16.7231184790533,2016
2013-02-07,"18023","Marron Reservoirs a",21.7739342658333,2013
2009-12-09,"52274","Hidden Lake",12.0478362203652,2009
2015-04-25,"45811","Lower Huia Reservoir",17.8910085298726,2015
2015-05-27,"12830","Lake Harihari",11.5123807844145,2015
2010-07-18,"37607","Ohuia Lagoon",10.216983773581,2010
2008-10-21,"50270","Lake Ototoa",17.8863571241419,2008
2010-07-18,"37530","Lake Rotoroa",9.17681238610663,2010
2015-05-27,"12876","Lake Taharoa",11.9942385862274,2015
2000-04-13,"7777","Poolburn Reservoir",9.12975158323383,2000
2000-04-13,"7640","0",9.76138603362642,2000
2010-07-18,"42093","Lake Repongaere",10.8910523191619,2010
2016-02-12,"29124","0",15.1226674729504,2016
2011-07-15,"51850","Lake Norwest",1.28956179292851,2011
2010-07-18,"56932","0",9.81144412246607,2010
2016-02-12,"29728","0",15.1427813222375,2016
2016-02-12,"29729","0",14.1798801591939,2016
2015-05-27,"49180","Lake Whangape",10.2549722315237,2015
2000-04-13,"50704","Lake Hope",6.24643963922,2000
2016-02-12,"30344","0",15.6275123753139,2016
2010-08-19,"37534","Lake Rotonuiaha",10.0959312757601,2010
2016-02-12,"51972","0",17.9034451767432,2016
2015-05-27,"45905","Waitakere Reservoir",11.1069714309406,2015
2000-04-13,"50711","Lake Te Kohua",6.05191064912708,2000
2015-05-27,"51242","Cosseys Reservoir",13.6175433315299,2015
2016-02-12,"29681","0",15.0153211781612,2016
2016-02-12,"51877","0",15.1984799950774,2016
2016-02-12,"52147","Lake Dora",15.6494713691259,2016
2006-02-25,"7688","Butchers Dam",18.098017861439,2006
2006-02-25,"7689","Conroys Dam",19.9163394353643,2006
2015-05-27,"49187","Lake Rotongaroiti",10.1404667758665,2015
2000-05-15,"44391","Lake Waihola",6.9550832255415,2000
2011-01-31,"39297","Lake Mason",15.2449213619954,2011
2015-05-27,"45813","Lower Nihotupu Reservoir",13.895920675911,2015
2015-05-27,"45819","Lake Wainamu",12.6037937808795,2015
2000-05-15,"44746","Tomahawk Lagoon",5.60566927499519,2000
2015-06-28,"49337","Lake Pokorua",11.893262087842,2015
2000-05-31,"7688","Butchers Dam",7.53982260841241,2000
2006-10-07,"13467","Lake Waiparera",12.8792440018872,2006
2010-09-20,"40326","Lake Whakamarino",10.1382825397102,2010
2010-09-20,"37530","Lake Rotoroa",13.122014002135,2010
2015-06-28,"49091","Lake Rotokawau",11.406919282127,2015
2010-09-20,"36981","Lake Tutira",11.3072159220348,2010
2015-06-28,"50151","Lake Pupuke",13.5050613198972,2015
2010-10-06,"37607","Ohuia Lagoon",17.9887531012141,2010
2010-10-06,"34665","Whakaki Lagoon",16.9221194104816,2010
2010-10-06,"37530","Lake Rotoroa",15.4237869536061,2010
2010-10-06,"37534","Lake Rotonuiaha",15.1252796951334,2010
2015-08-15,"14546","Lake Arapuni",10.2598058242468,2015
2015-08-15,"12873","Lake Numiti",11.0889118585771,2015
2015-08-15,"12876","Lake Taharoa",10.5545797469339,2015
2015-08-15,"12872","Lake Rotoroa",11.266054241356,2015
2015-08-15,"50470","Lake Kopuera",10.7743249205298,2015
2015-08-15,"49200","Lake Hakanoa",10.7743249205298,2015
2015-08-15,"41314","Lake Waahi",10.1923900488208,2015
2015-08-15,"49169","0",10.1385775500909,2015
2004-05-19,"26887","Lake Rotoroa",10.2976372073005,2004
2016-02-12,"52001","0",18.4766495970722,2016
2015-08-15,"49091","Lake Rotokawau",10.7743249205298,2015
2004-05-19,"27762","Lake Rotoiti",9.55820734254638,2004
2001-08-13,"53020","0",3.89765418328136,2001
2009-12-09,"52298","0",11.4404530142552,2009
2016-02-12,"29673","0",12.0465835049786,2016
2004-05-19,"28162","Argyle Pond",6.90437526830556,2004
2011-02-16,"48395","Ivory Lake",12.5849955812052,2011
2015-08-15,"15655","0",8.07706048698913,2015
2014-01-09,"18936","Kaitoke Lake",19.7235668360995,2014
2015-08-15,"15033","Lake Hotoananga",10.2905032561727,2015
2015-08-15,"45811","Lower Huia Reservoir",10.7743249205298,2015
2015-08-15,"45813","Lower Nihotupu Reservoir",10.9100602038143,2015
2010-11-23,"34689","0",16.0769984611807,2010
2014-02-26,"13456","Lake Alice",20.8124579202855,2014
2004-07-22,"26887","Lake Rotoroa",7.56375547365934,2004
2004-07-22,"26514","Lake Constance",1.59578561525018,2004
2010-12-09,"37607","Ohuia Lagoon",18.1692845741847,2010
2001-08-13,"45341","0",0.906622617947221,2001
2006-02-27,"49169","0",21.6133587522081,2006
2001-08-13,"52906","Lake Dale",3.69806214133342,2001
2001-08-13,"46131","Lake Leeb",1.64815395119598,2001
2011-08-02,"48451","Lake Coleridge",8.3944942853293,2011
2011-08-02,"47228","Lake Tekapo",7.48113947399844,2011
2011-08-02,"47892","Lake Heron",1.47537051090637,2011
2001-08-29,"52243","Lake Marchant",7.5585281190211,2001
2011-08-02,"48213","Lake Selfe",0.314695670299216,2011
2011-08-02,"47193","Lake Alexandrina",3.16632203867101,2011
2011-08-02,"48217","Lake Evelyn",1.97835146541718,2011
2011-08-02,"48456","Lake Catherine",3.24689428096963,2011
2011-08-02,"41354","Lake Roundabout",3.12262325919966,2011
2011-08-02,"46723","Lake Moeraki",6.87831811010079,2011
2011-08-02,"46724","Lake Rasselas",5.92363955646687,2011
2005-06-21,"51874","Lake Chamberlain",1.37142746710026,2005
2001-08-29,"52292","Teardrop Lake",5.80867446729661,2001
2008-07-06,"21733","0",4.01246226176607,2008
2011-08-02,"45686","Lake Gault",5.81915975194835,2011
2010-02-11,"46047","Lake Wisely",16.0781318163992,2010
2010-02-11,"52254","0",16.0923624936989,2010
2010-02-11,"52147","Lake Dora",16.5388041172009,2010
2016-05-18,"26111","Lake Hauroko",10.2080425450823,2016
2010-02-11,"52143","0",17.1046417064018,2010
2010-02-11,"52205","0",17.0896107923393,2010
2010-02-11,"52221","Tawera Tarn",16.4310574380242,2010
2011-08-02,"46992","Okaritoiti/Lake Windermere",7.55185824598743,2011
2001-08-29,"52147","Lake Dora",4.9517558673499,2001
2001-08-29,"52140","0",4.31365087742051,2001
2001-08-29,"52143","0",6.13638301667697,2001
2001-08-29,"52240","Lake Shirley",5.592259808763,2001
2001-08-29,"52241","0",4.26570320666951,2001
2006-06-01,"46724","Lake Rasselas",7.89398528234818,2006
2011-09-28,"41305","Lake Clearwater",9.30265142376749,2011
2006-06-01,"54039","Lake Luna",5.34777602606215,2006
2011-09-28,"48700","Lake Letitia",10.5237192194476,2011
2019-07-30,"45692","Lake Mueller",6.24643963922,2019
2003-08-10,"52914","0",0.395928276040024,2003
2021-04-16,"12469","Wainono Lagoon",11.0685912088897,2021
2011-09-28,"47860","Lake Emily",10.4542057343614,2011
2011-09-28,"41306","Lake Camp",9.49408095757991,2011
2011-09-28,"41354","Lake Roundabout",9.8490509664382,2011
2004-09-24,"24746","0",11.3201227606825,2004
2004-09-24,"24805","Lake Marina",6.41762413645898,2004
2020-01-06,"46723","Lake Moeraki",13.9075839508359,2020
2004-09-24,"34299","0",12.1367434182797,2004
2001-02-18,"28757","0",10.9935813788096,2001
2007-09-24,"23721","Lake Omapere",14.2526155764087,2007
2001-02-18,"29614","Lake Bright",11.0202333690276,2001
2001-02-18,"29917","Lake Pyramid (Burnt",15.1496275193745,2001
2001-02-18,"29938","0",12.467685973888,2001
2001-02-18,"51640","Lake Paradise",12.3408304870379,2001
2001-02-18,"51653","0",12.341437629096,2001
2001-02-18,"51658","0",13.6806531164174,2001
2006-07-19,"54737","Lake Dunstan",4.41202832604591,2006
2006-07-19,"53532","Lake Wakatipu",9.44329580015579,2006
2006-07-19,"7633","Lake Roxburgh",1.31305399869024,2006
2005-09-09,"30380","Lake Rakatu",8.49565996298651,2005
2016-06-03,"54742","Waituna Lagoon",8.29091764773676,2016
2018-05-01,"45503","Wairepo Arm",10.5909569271712,2018
2001-11-01,"46160","Lake Nisson",13.6583197458908,2001
2016-06-03,"51940","Lake Lois",8.49419613547781,2016
2001-11-01,"54177","Lochnagar",7.17423097993975,2001
2016-06-03,"52389","Lake Hall",6.2157998783311,2016
2001-11-01,"52344","0",7.3273193346601,2001
2001-02-18,"29253","0",10.6612631334803,2001
2004-11-27,"27566","Bowscale Tarn",14.5635775067352,2004
2004-11-27,"24937","Lake Henderson",9.84578026603134,2004
2001-11-01,"53025","Lake Ronald",9.67501695760228,2001
2004-11-27,"24971","Lake Sylvester",9.62682891846464,2004
2004-11-27,"24947","Lake Cobb",10.6607549590255,2004
2004-11-27,"24960","Lake Lockett",10.1111129018471,2004
2004-12-13,"26477","Lake Tennyson",10.2815247070311,2004
2004-12-13,"27286","Lake Mcrae",15.4514292452181,2004
2004-12-13,"25212","Lake Guyon",14.4967034018323,2004
2004-12-13,"27762","Lake Rotoiti",12.4556637145377,2004
2001-11-01,"53392","Lake Ned",10.3614962187703,2001
2001-11-01,"53300","Lake Gow",6.25951894775841,2001
2001-11-01,"53145","Lake Nigel",9.03410787446757,2001
2010-05-18,"49716","Lake Agnes",5.27181201744247,2010
2010-05-18,"53020","0",7.44849606132715,2010
2010-05-18,"54077","Rainbow Lake",4.86239147826825,2010
2010-05-18,"53109","Lake Never-never",5.98065058202366,2010
2010-05-18,"53966","Cloudmaker Lake",4.07375177522289,2010
2010-05-18,"52143","0",8.09677068445563,2010
2010-05-18,"52235","Myth Tarn",6.82511080028144,2010
2001-11-01,"52928","0",6.10337326781041,2001
2016-06-03,"29073","Lake Hay",6.24643963922,2016
2001-11-01,"54621","0",1.34911893955604,2001
2001-11-01,"11709","0",14.3538183501585,2001
2001-11-01,"52532","0",13.7733391714239,2001
2001-11-01,"52577","Bog Lake",14.2568936098439,2001
2010-05-18,"52887","0",6.96000584166978,2010
2001-11-01,"53545","Lake Dispute",14.0092803929593,2001
2001-11-01,"52475","Lake Orbell",9.59156752926128,2001
2005-03-03,"39599","0",16.9538783611687,2005
2020-02-11,"119","0",18.7480534897163,2020
2008-04-03,"23721","Lake Omapere",17.4606879660852,2008
2008-04-03,"23691","Lake Ngatu",20.369431157214,2008
2013-09-26,"27566","Bowscale Tarn",10.4166963202587,2013
2020-03-14,"1708","Lake Wairarapa",17.5548379832988,2020
2005-03-03,"26357","Lake Daniell",17.1289735077557,2005
2005-03-03,"54741","Lake Matiri",13.9145333443233,2005
2016-06-30,"12830","Lake Harihari",11.7973686030842,2016
2008-04-03,"18719","Lake Rotokawau",20.2378940494049,2008
2000-08-05,"12872","Lake Rotoroa",12.1201855293704,2000
2011-09-07,"37855","Lake Ruapapa",12.1497710633876,2011
2011-09-07,"37607","Ohuia Lagoon",14.7448645469252,2011
2003-10-13,"52306","0",3.99537731266133,2003
2016-06-30,"12873","Lake Numiti",12.3374335893905,2016
2016-06-03,"52001","0",8.40450810955474,2016
2005-03-03,"24805","Lake Marina",12.980866405976,2005
2011-09-07,"42093","Lake Repongaere",14.9492583774015,2011
2011-09-07,"34663","Te Paeroa Lagoon",14.9664116455066,2011
2011-09-07,"56930","0",14.9191319782195,2011
2011-09-07,"37609","0",14.9209214621072,2011
2011-09-07,"56931","0",15.1596153188503,2011
2011-09-07,"56932","0",15.838032871284,2011
2020-05-17,"21367","Lake Rotoaira",10.3503232873817,2020
2020-06-09,"15904","Lake Oturi",10.8861374275235,2020
2020-05-17,"13873","Lake Whakamaru",13.5732727221039,2020
2011-09-23,"34665","Whakaki Lagoon",12.6620011353644,2011
2011-09-23,"34688","0",11.1588409009955,2011
2008-08-09,"24620","Lake Wahakari",13.6152354291774,2008
2011-09-23,"34689","0",11.2288810007653,2011
2008-08-09,"24628","Lake Morehurehu",13.3615278202159,2008
2008-08-09,"24633","Lake Te Kahika",12.5425881482255,2008
2008-08-09,"23721","Lake Omapere",11.4394300643527,2008
2011-09-23,"42093","Lake Repongaere",13.9753791455437,2011
2011-09-23,"34663","Te Paeroa Lagoon",13.8368109471841,2011
2016-06-30,"51371","Upper Mangatawhiri Reservoir",12.4936983166705,2016
2018-05-08,"54141","Lake Reid",7.75951605049903,2018
2008-08-09,"21433","Lake Ngakeketa",12.8879836353677,2008
2005-11-28,"29547","Loch Maree",15.5536790433159,2005
2005-11-28,"51631","Lake Swan",16.4840161975533,2005
2005-11-28,"51784","0",16.3895805149375,2005
2012-09-19,"53048","Lake Brown",8.74581627208062,2012
2012-09-19,"50629","Lake Beddoes",5.6803235027669,2012
2016-08-01,"13970","Lake Ohakuri",11.3656397366509,2016
2016-08-01,"14546","Lake Arapuni",11.082907535943,2016
2020-09-13,"511","Matthews Lagoon",12.2494852951715,2020
2018-05-08,"53392","Lake Ned",5.31077612412611,2018
2016-08-01,"12872","Lake Rotoroa",11.7080748852734,2016
2001-12-12,"50704","Lake Hope",6.90705632791787,2001
2001-12-12,"53304","Blue Lake",10.8397631520258,2001
2001-12-12,"50711","Lake Te Kohua",5.67416334066883,2001
2002-01-29,"44694","Lake Waipori",19.8432662586341,2002
2005-11-28,"29728","0",12.6146235712936,2005
2005-11-28,"29821","Lake St Patrick",14.154526233689,2005
2002-01-29,"7660","Manorburn Reservoir",19.5013393967913,2002
2002-01-29,"7777","Poolburn Reservoir",20.548509250661,2002
2005-11-28,"51972","0",18.0094182378996,2005
2018-05-08,"53545","Lake Dispute",6.93957670071393,2018
2016-08-01,"14422","Maratoto",10.5089427952043,2016
2016-08-01,"15033","Lake Hotoananga",11.1434034602996,2016
2016-08-01,"45811","Lower Huia Reservoir",10.9240876539263,2016
2012-06-21,"56931","0",10.7991128694244,2012
2002-01-29,"53145","Lake Nigel",18.3603570837477,2002
2005-11-28,"51640","Lake Paradise",15.5816885490709,2005
2005-11-28,"51652","0",14.2143964801829,2005
2005-11-28,"51653","0",15.7093851487897,2005
2005-11-28,"51658","0",15.9883506839572,2005
2002-10-23,"36096","Oingo Lake",20.0353386160631,2002
2005-11-28,"52143","0",18.1665908609207,2005
2020-10-15,"18023","Marron Reservoirs a",14.5673162696903,2020
2002-10-23,"37530","Lake Rotoroa",17.6937475390029,2002
2002-10-23,"37534","Lake Rotonuiaha",17.3007110070832,2002
2007-11-20,"24969","Cobb Reservoir",17.2316015411374,2007
2005-11-28,"52268","Lake Eva",13.90392124148,2005
2012-05-11,"40253","0",14.9607994508831,2012
2007-11-20,"24947","Lake Cobb",17.404592267555,2007
2017-06-15,"53304","Blue Lake",1.96726877934969,2017
2003-12-27,"48663","Lake Grasmere",16.4594091561721,2003
2016-04-20,"32805","Hatuma Lake",14.3284108294877,2016
2012-09-09,"36981","Lake Tutira",11.6359277561154,2012
2012-09-09,"40396","Lake Waikareiti",7.13810969756349,2012
2012-09-09,"42093","Lake Repongaere",12.3722438467146,2012
2002-02-05,"47067","Lake Alabaster",14.6292978574421,2002
2002-02-05,"54132","Diamond Lake",16.4680044609552,2002
2002-02-05,"54356","Lake Mckerrow",15.3386906599704,2002
2002-02-05,"54435","Lake Wilmot",15.0326428897027,2002
2002-02-05,"53549","Moke Lake",16.8214223236862,2002
2002-02-05,"54141","Lake Reid",15.2634357595323,2002
2016-04-20,"35422","Horseshoe Lake",14.1334175037628,2016
2012-02-10,"38421","Lake Mahinapua",20.8946203262908,2012
2010-05-04,"50320","Lake Karaka",16.9909909959298,2010
2010-05-04,"50403","Lake Rotootuauru",17.0595201046473,2010
2002-05-05,"45153","Lake Mahinerangi",11.3043381445335,2002
2012-02-10,"38955","Lake Poerua",20.2298945017859,2012
2012-02-10,"38502","Lake Kaniere",20.0555293245123,2012
2010-05-04,"21926","Lake Waikere",16.3775757042419,2010
2002-05-05,"53304","Blue Lake",6.51930166041961,2002
2012-02-10,"38665","Lady Lake",20.8087606179789,2012
2012-02-10,"39226","Lake Ahaura",19.3404098017479,2012
2012-02-10,"41757","0",12.3788285199521,2012
2010-05-04,"50377","Lake Waingata",16.8564736165694,2010
2016-05-22,"13446","Lake Heaton",10.7732437172862,2016
2016-05-22,"32805","Hatuma Lake",6.25887501008197,2016
2012-02-10,"46926","0",10.4665022963112,2012
2005-06-23,"24969","Cobb Reservoir",4.58523488776285,2005
2012-02-10,"46954","Alpine Lake/Ata Puai",20.0770089087022,2012
2005-06-23,"27762","Lake Rotoiti",7.55312158553477,2005
2012-02-10,"37717","Lake Browning / Whakarewa",12.0776869524436,2012
2002-02-05,"52147","Lake Dora",14.3411607767244,2002
2002-12-10,"40326","Lake Whakamarino",16.8564652094143,2002
2021-03-08,"1708","Lake Wairarapa",15.8869955277658,2021
2021-03-08,"511","Matthews Lagoon",16.9538783611687,2021
2002-02-05,"52148","Lake Pan",13.7172691081597,2002
2002-12-10,"21383","Lake Otamangakau",11.6535094403873,2002
2010-06-21,"21871","Tomarata Lake",13.0215584414804,2010
2002-12-10,"36096","Oingo Lake",21.5811564662767,2002
2010-07-07,"21918","Lake Kaiiwi",12.6363912075426,2010
2002-12-10,"37530","Lake Rotoroa",21.7189496595433,2002
2002-12-10,"37534","Lake Rotonuiaha",20.962627873379,2002
2005-06-05,"46132","Lake Clarke",5.0118960001883,2005
2002-12-10,"40050","Lake Waikaremoana",15.752151462361,2002
2007-02-28,"46564","Lake Pukaki",16.1059243908499,2007
2021-03-24,"1974","Lake Papaitonga",17.1363523677136,2021
2010-07-07,"24343","0",12.2672552176402,2010
2021-03-24,"18934","Lake Wiritoa",18.0954219448392,2021
2005-08-26,"24969","Cobb Reservoir",5.97067954191135,2005
2006-05-23,"28867","Lake Carrick",8.32838965564844,2006
2021-04-25,"831","Lake Waitawa",13.90392124148,2021
2002-12-26,"13970","Lake Ohakuri",20.492904790278,2002
2002-12-26,"54734","Lake Taupo                    (Taupomoana)",16.0458153320534,2002
2005-08-26,"24805","Lake Marina",5.67902280794061,2005
2006-05-23,"28907","0",4.74062546589334,2006
2007-02-28,"45501","Kellands Pond",22.9294432031984,2007
2016-11-21,"15022","Lake Rotoroa",21.7892876700093,2016
2016-08-10,"18933","Lake Pauri",8.84053942418956,2016
2013-05-07,"34689","0",12.5402684162204,2013
2016-11-21,"49239","Lake Kimihia",21.1577157319081,2016
2002-12-26,"13278","Lake Rotongaio",18.5426266570399,2002
2016-08-10,"18023","Marron Reservoirs a",8.24578856149571,2016
2013-05-07,"36960","0",11.9186231781869,2013
2013-05-07,"36980","Lake Waikopiro",14.1302114301164,2013
2016-11-21,"50151","Lake Pupuke",19.5039630199317,2016
2005-09-11,"54741","Lake Matiri",10.2941983967323,2005
2016-11-21,"15034","Lake Areare",21.8305469120072,2016
2005-09-11,"39837","Lake Christabel",8.05241028091103,2005
2016-11-21,"15033","Lake Hotoananga",21.6077154787327,2016
2016-11-21,"45811","Lower Huia Reservoir",19.3404098017479,2016
2016-11-21,"45813","Lower Nihotupu Reservoir",19.4070353672375,2016
2005-09-11,"24789","0",10.2470785799854,2005
2005-09-11,"24916","Lake Elmer",9.26501832679855,2005
2005-09-11,"24995","Island Lake",7.92732327174764,2005
2013-05-23,"36960","0",10.245631464743,2013
2005-09-11,"24724","0",8.73623076970489,2005
2005-09-11,"24923","Lake Jewell",8.41294504369199,2005
2005-09-11,"34299","0",14.0029638481117,2005
2006-05-23,"51637","0",4.91885181087571,2006
2006-05-23,"52138","Secretary Lake",5.70935404624805,2006
2006-05-23,"52147","Lake Dora",6.13039917050764,2006
2007-04-01,"45503","Wairepo Arm",14.6296071234377,2007
2006-05-23,"28495","0",7.49522300443567,2006
2010-07-05,"52298","0",1.94274933272902,2010
2006-05-23,"26045","0",5.11798690302908,2006
2006-05-23,"28403","Lake Rimmer",6.55051643629429,2006
2006-05-23,"28757","0",4.60067751913118,2006
2017-01-29,"28876","0",8.97393269468336,2017
2007-04-01,"53707","Lake Johnson",15.6415953297849,2007
2006-05-23,"28942","Lake Mike",5.05004930914509,2006
2017-01-29,"29104","Lake Jaquiery",9.51246741741841,2017
2017-01-29,"29614","Lake Bright",8.48227982498599,2017
2006-05-23,"29917","Lake Pyramid (Burnt",4.35146589740441,2006
2017-01-29,"29938","0",9.76303763399915,2017
2007-04-01,"45501","Kellands Pond",16.2688579936844,2007
2006-05-23,"51652","0",6.61559989239447,2006
2017-01-29,"51658","0",11.7007463543897,2017
2017-01-29,"51751","Lake Colwell",9.41288742588932,2017
2017-01-29,"51895","0",7.27464401207192,2017
2006-05-23,"52205","0",4.44835450866339,2006
2017-01-29,"52205","0",10.2759282297508,2017
2012-12-24,"52613","Lake Mcivor",14.4566318154121,2012
2006-05-23,"52258","0",5.59050259764757,2006
2018-12-27,"46835","Tasman Lake",11.3877763926915,2018
2014-02-06,"51940","Lake Lois",18.1497449295724,2014
2005-06-21,"52641","Lake Clark",3.24713740295886,2005
2005-06-21,"52642","Lake Wade",2.83876331982185,2005
2009-12-09,"51899","Lake Annie",9.19081770793628,2009
2015-04-21,"28483","Lake Forster",12.8116907099153,2015
2005-06-21,"52875","Lake Bernard",4.06684602258616,2005
2005-06-21,"52887","0",3.90260577613111,2005
2009-12-09,"52194","0",10.7041408553358,2009
2005-06-21,"53022","0",4.25834184936838,2005
2007-11-18,"54356","Lake Mckerrow",11.9576506837919,2007
2005-06-21,"52247","0",1.43569908969079,2005
2012-03-29,"46992","Okaritoiti/Lake Windermere",17.6669894760243,2012
2012-12-24,"52927","Lake Sumor",13.9340600986191,2012
2005-06-21,"54088","Lake Harris",0.923476441477248,2005
2002-03-25,"54736","Lake Hawea",15.6803284337969,2002
2002-03-25,"54737","Lake Dunstan",15.8571679761203,2002
2002-03-25,"54672","Lake Wanaka",15.242819365297,2002
2006-05-23,"51941","0",4.42652161997512,2006
2006-05-23,"28924","Prong Lake",4.18155735348233,2006
2006-05-23,"29579","Lake Horizon",3.47383112410256,2006
2006-05-23,"29727","0",5.05089260931032,2006
2006-05-23,"51978","Lake Victoria",3.57522901935192,2006
2006-05-23,"52306","0",2.7029028005594,2006
2006-05-23,"28915","0",6.44991232451122,2006
2006-05-23,"28914","0",5.52656256433011,2006
2002-03-25,"54435","Lake Wilmot",13.2344770512127,2002
2002-03-25,"53338","South Mavora Lake",13.8065991173761,2002
2002-03-25,"53353","North Mavora Lake",13.739127492233,2002
2002-03-25,"7901","Fraser Dam",15.3103731355819,2002
2012-04-30,"46723","Lake Moeraki",11.9391288601415,2012
2012-04-30,"46724","Lake Rasselas",10.704229412459,2012
2012-04-30,"46725","Lake Paringa",12.6619982790577,2012
2013-09-28,"34665","Whakaki Lagoon",14.9686826768789,2013
2013-09-28,"37534","Lake Rotonuiaha",13.5804051114806,2013
2013-09-28,"34689","0",12.9394080307181,2013
2017-04-30,"12830","Lake Harihari",15.858139467771,2017
2013-09-28,"42093","Lake Repongaere",15.723193476089,2013
2013-09-28,"34663","Te Paeroa Lagoon",15.2153501681497,2013
2013-09-28,"36960","0",16.4078771780361,2013
2017-04-30,"12873","Lake Numiti",16.6176618500467,2017
2013-11-15,"40326","Lake Whakamarino",14.7158479993026,2013
2002-03-25,"52592","Lake Mackinnon",11.515745176073,2002
2012-04-30,"41757","0",4.66602780328236,2012
2013-11-15,"36981","Lake Tutira",16.9498100609993,2013
2002-03-25,"52954","Lake Ross",10.909486796113,2002
2002-03-25,"52896","0",9.28484261216209,2002
2012-12-24,"52473","0",22.7280566387555,2012
2013-11-15,"56930","0",19.1944448738889,2013
2013-11-15,"36960","0",18.3181176300866,2013
2012-04-30,"46775","Lake Roto Te Koeti",4.75692080111872,2012
2002-03-25,"52617","Lake Wapiti",10.2382768720833,2002
2002-03-25,"52751","Lake Roxburgh",10.4354585148518,2002
2002-03-25,"53034","0",11.3062504492559,2002
2002-03-25,"52274","Hidden Lake",10.2547687886898,2002
2002-03-25,"52652","0",14.4983328168177,2002
2006-07-12,"27286","Lake Mcrae",4.37874858104465,2006
2006-07-12,"39621","Lake Hochstetter",4.91885181087571,2006
2006-07-12,"28162","Argyle Pond",5.10200706478838,2006
2006-07-12,"24746","0",6.80636952289962,2006
2006-07-12,"24923","Lake Jewell",2.64388605426717,2006
2012-05-16,"46265","0",5.9531557748183,2012
2006-07-12,"24960","Lake Lockett",2.67576732851444,2006
2012-05-16,"46724","Lake Rasselas",7.75369312613043,2012
2012-05-16,"46725","Lake Paringa",10.8793992541325,2012
2014-01-02,"40396","Lake Waikareiti",16.6544944267633,2014
2014-01-18,"40326","Lake Whakamarino",17.00900587222,2014
2014-01-18,"36096","Oingo Lake",22.0974841114364,2014
2017-07-03,"45813","Lower Nihotupu Reservoir",12.7964136630466,2017
2014-01-18,"37530","Lake Rotoroa",21.6928178440308,2014
2014-01-18,"37534","Lake Rotonuiaha",21.5457846020904,2014
2012-05-16,"41757","0",3.87904880527117,2012
2014-01-18,"40050","Lake Waikaremoana",16.9715112803428,2014
2014-01-18,"40396","Lake Waikareiti",17.1370421271876,2014
2014-01-18,"42093","Lake Repongaere",20.0554775534707,2014
