site,statistic,season,year,prop_missing,temperature,period_start,period_end,lat,lon,anomaly,reference_period
Waiouru (Manawatu-Whanganui),Maximum,Summer,2020,0,20.6,1/12/2019,29/02/2020,-39.46249,175.66283,1.421111111111113,1991-2020
Waiouru (Manawatu-Whanganui),Maximum,Winter,2020,0,9.333333333333334,1/06/2020,31/08/2020,-39.46249,175.66283,0.8211111111111116,1991-2020
Waiouru (Manawatu-Whanganui),Minimum,Autumn,2020,0,4.233333333333333,1/03/2020,31/05/2020,-39.46249,175.66283,-1.034444444,1991-2020
Waiouru (Manawatu-Whanganui),Minimum,Spring,2020,0,4.5,1/09/2020,30/11/2020,-39.46249,175.66283,0.6911111111111112,1991-2020
Waiouru (Manawatu-Whanganui),Minimum,Summer,2020,0,8.066666666666666,1/12/2019,29/02/2020,-39.46249,175.66283,-0.344444444,1991-2020
Waiouru (Manawatu-Whanganui),Minimum,Winter,2020,0,2.4333333333333336,1/06/2020,31/08/2020,-39.46249,175.66283,1.2355555555555557,1991-2020
Wellington (Wellington),Average,Autumn,2020,0,13.866666666666667,1/03/2020,31/05/2020,-41.285,174.768,-0.052222222,1991-2020
Wellington (Wellington),Average,Spring,2020,0,12.466666666666667,1/09/2020,30/11/2020,-41.285,174.768,0.3111111111111118,1991-2020
Wellington (Wellington),Average,Summer,2020,0,16.766666666666666,1/12/2019,29/02/2020,-41.285,174.768,0.16555555555555657,1991-2020
Wellington (Wellington),Average,Winter,2020,0,10.333333333333332,1/06/2020,31/08/2020,-41.285,174.768,0.7444444444444436,1991-2020
Wellington (Wellington),Maximum,Autumn,2020,0,16.733333333333334,1/03/2020,31/05/2020,-41.285,174.768,-0.064444444,1991-2020
Wellington (Wellington),Maximum,Spring,2020,0,15.033333333333333,1/09/2020,30/11/2020,-41.285,174.768,-0.048888889,1991-2020
Wellington (Wellington),Maximum,Summer,2020,0,19.8,1/12/2019,29/02/2020,-41.285,174.768,-0.067777778,1991-2020
Wellington (Wellington),Maximum,Winter,2020,0,12.866666666666667,1/06/2020,31/08/2020,-41.285,174.768,0.7333333333333343,1991-2020
Wellington (Wellington),Minimum,Autumn,2020,0,11.033333333333333,1/03/2020,31/05/2020,-41.285,174.768,0.001111111,1991-2020
Wellington (Wellington),Minimum,Spring,2020,0,9.9,1/09/2020,30/11/2020,-41.285,174.768,0.6744444444444451,1991-2020
Wellington (Wellington),Minimum,Summer,2020,0,13.633333333333333,1/12/2019,29/02/2020,-41.285,174.768,0.3177777777777777,1991-2020
Wellington (Wellington),Minimum,Winter,2020,0,7.8,1/06/2020,31/08/2020,-41.285,174.768,0.7733333333333334,1991-2020
Whanganui (Manawatu-Whanganui),Average,Autumn,2020,0,14.333333333333332,1/03/2020,31/05/2020,-39.93704,175.04509,-0.575555556,1991-2020
Whanganui (Manawatu-Whanganui),Average,Spring,2020,0,13.9,1/09/2020,30/11/2020,-39.93704,175.04509,0.5411111111111122,1991-2020
Whanganui (Manawatu-Whanganui),Average,Summer,2020,0,17.900000000000002,1/12/2019,29/02/2020,-39.93704,175.04509,-0.063333333,1991-2020
Whanganui (Manawatu-Whanganui),Average,Winter,2020,0,10.933333333333334,1/06/2020,31/08/2020,-39.93704,175.04509,0.6744444444444451,1991-2020
Whanganui (Manawatu-Whanganui),Maximum,Autumn,2020,0,19,1/03/2020,31/05/2020,-39.93704,175.04509,-0.133333333,1991-2020
Whanganui (Manawatu-Whanganui),Maximum,Spring,2020,0,17.733333333333334,1/09/2020,30/11/2020,-39.93704,175.04509,0.5477777777777781,1991-2020
Whanganui (Manawatu-Whanganui),Maximum,Summer,2020,0,22.466666666666665,1/12/2019,29/02/2020,-39.93704,175.04509,0.28111111111110887,1991-2020
Whanganui (Manawatu-Whanganui),Maximum,Winter,2020,0,14.733333333333334,1/06/2020,31/08/2020,-39.93704,175.04509,0.6255555555555574,1991-2020
Whanganui (Manawatu-Whanganui),Minimum,Autumn,2020,0,9.633333333333333,1/03/2020,31/05/2020,-39.93704,175.04509,-1.054444444,1991-2020
Whanganui (Manawatu-Whanganui),Minimum,Spring,2020,0,10.1,1/09/2020,30/11/2020,-39.93704,175.04509,0.5633333333333326,1991-2020
Whanganui (Manawatu-Whanganui),Minimum,Summer,2020,0,13.333333333333334,1/12/2019,29/02/2020,-39.93704,175.04509,-0.402222222,1991-2020
Whanganui (Manawatu-Whanganui),Minimum,Winter,2020,0,7.1,1/06/2020,31/08/2020,-39.93704,175.04509,0.6866666666666665,1991-2020
Whangaparaoa (Auckland),Average,Autumn,2020,0,17.3,1/03/2020,31/05/2020,-36.606,174.835,0.22666666666666657,1991-2020
Whangaparaoa (Auckland),Average,Spring,2020,0,15.6,1/09/2020,30/11/2020,-36.606,174.835,0.8899999999999988,1991-2020
Whangaparaoa (Auckland),Average,Summer,2020,0,20.233333333333334,1/12/2019,29/02/2020,-36.606,174.835,0.7766666666666673,1991-2020
Whangaparaoa (Auckland),Average,Winter,2020,0,13.166666666666666,1/06/2020,31/08/2020,-36.606,174.835,0.8133333333333326,1991-2020
Whangaparaoa (Auckland),Maximum,Autumn,2020,0,20.5,1/03/2020,31/05/2020,-36.606,174.835,0.4077777777777776,1991-2020
Whangaparaoa (Auckland),Maximum,Spring,2020,0,19.166666666666668,1/09/2020,30/11/2020,-36.606,174.835,1.232222222222223,1991-2020
Whangaparaoa (Auckland),Maximum,Summer,2020,0,24.666666666666668,1/12/2019,29/02/2020,-36.606,174.835,1.5400000000000027,1991-2020
Whangaparaoa (Auckland),Maximum,Winter,2020,0,15.833333333333334,1/06/2020,31/08/2020,-36.606,174.835,0.931111111,1991-2020
Whangaparaoa (Auckland),Minimum,Autumn,2020,0,14.133333333333333,1/03/2020,31/05/2020,-36.606,174.835,0.08,1991-2020
Whangaparaoa (Auckland),Minimum,Spring,2020,0,12,1/09/2020,30/11/2020,-36.606,174.835,0.5077777777777772,1991-2020
Whangaparaoa (Auckland),Minimum,Summer,2020,0,15.8,1/12/2019,29/02/2020,-36.606,174.835,-0.001111111,1991-2020
Whangaparaoa (Auckland),Minimum,Winter,2020,0,10.5,1/06/2020,31/08/2020,-36.606,174.835,0.6944444444444446,1991-2020
Whangarei (Northland),Average,Autumn,2020,0,16.9,1/03/2020,31/05/2020,-35.769,174.364,-0.046666667,1991-2020
Whangarei (Northland),Average,Spring,2020,0,15.9,1/09/2020,30/11/2020,-35.769,174.364,0.8611111111111107,1991-2020
Whangarei (Northland),Average,Summer,2020,0,20.7,1/12/2019,29/02/2020,-35.769,174.364,0.8566666666666656,1991-2020
Whangarei (Northland),Average,Winter,2020,0,13,1/06/2020,31/08/2020,-35.769,174.364,0.7633333333333336,1991-2020
Whangarei (Northland),Maximum,Autumn,2020,0,20.833333333333332,1/03/2020,31/05/2020,-35.769,174.364,-0.015555556,1991-2020
Whangarei (Northland),Maximum,Spring,2020,0,20.333333333333332,1/09/2020,30/11/2020,-35.769,174.364,1.2399999999999984,1991-2020
Whangarei (Northland),Maximum,Summer,2020,0,25.666666666666668,1/12/2019,29/02/2020,-35.769,174.364,1.568888888888889,1991-2020
Whangarei (Northland),Maximum,Winter,2020,0,16.5,1/06/2020,31/08/2020,-35.769,174.364,0.5700000000000003,1991-2020
Whangarei (Northland),Minimum,Autumn,2020,0,12.933333333333334,1/03/2020,31/05/2020,-35.769,174.364,-0.112222222,1991-2020
Whangarei (Northland),Minimum,Spring,2020,0,11.433333333333334,1/09/2020,30/11/2020,-35.769,174.364,0.46000000000000085,1991-2020
Whangarei (Northland),Minimum,Summer,2020,0,15.7,1/12/2019,29/02/2020,-35.769,174.364,0.10444444444444478,1991-2020
Whangarei (Northland),Minimum,Winter,2020,0,9.533333333333333,1/06/2020,31/08/2020,-35.769,174.364,0.9811111111111117,1991-2020
Auckland (Auckland),Average,Annual,2020,0,16.133333333333333,1/01/2020,31/12/2020,-37.00813,174.78873,0.47499999999999964,1991-2020
Auckland (Auckland),Maximum,Annual,2020,0,20,1/01/2020,31/12/2020,-37.00813,174.78873,0.7816666666666663,1991-2020
Auckland (Auckland),Minimum,Annual,2020,0,12.266666666666667,1/01/2020,31/12/2020,-37.00813,174.78873,0.1658333333333335,1991-2020
Blenheim (Marlborough),Average,Annual,2020,0,13.091666666666667,1/01/2020,31/12/2020,-41.52133,173.86439,0.45500000000000007,1991-2020
Blenheim (Marlborough),Maximum,Annual,2020,0,19.34166666666667,1/01/2020,31/12/2020,-41.52133,173.86439,0.7602777777777803,1991-2020
Blenheim (Marlborough),Minimum,Annual,2020,0,6.858333333333333,1/01/2020,31/12/2020,-41.52133,173.86439,0.16472222222222221,1991-2020
Christchurch (Canterbury),Average,Annual,2020,0,12.183333333333334,1/01/2020,31/12/2020,-43.493,172.537,0.5627777777777787,1991-2020
Christchurch (Canterbury),Maximum,Annual,2020,0,17.958333333333332,1/01/2020,31/12/2020,-43.493,172.537,0.961666667,1991-2020
Christchurch (Canterbury),Minimum,Annual,2020,0,6.416666666666667,1/01/2020,31/12/2020,-43.493,172.537,0.17388888888888943,1991-2020
Dannevirke (Manawatu-Whanganui),Average,Annual,2020,0,13.141666666666666,1/01/2020,31/12/2020,-40.21,176.109,0.8836111111111098,1991-2020
Dannevirke (Manawatu-Whanganui),Maximum,Annual,2020,0,17.84166666666667,1/01/2020,31/12/2020,-40.21,176.109,1.1872222222222248,1991-2020
Dannevirke (Manawatu-Whanganui),Minimum,Annual,2020,0,8.483333333333334,1/01/2020,31/12/2020,-40.21,176.109,0.6100000000000012,1991-2020
Dunedin (Otago),Average,Annual,2020,0,11.641666666666667,1/01/2020,31/12/2020,-45.90129,170.5147,0.37944444444444514,1991-2020
Dunedin (Otago),Maximum,Annual,2020,0,15.433333333333334,1/01/2020,31/12/2020,-45.90129,170.5147,0.5169444444444444,1991-2020
Dunedin (Otago),Minimum,Annual,2020,0,7.85,1/01/2020,31/12/2020,-45.90129,170.5147,0.24277777777777754,1991-2020
Gisborne (Gisborne),Average,Annual,2020,0,15.158333333333333,1/01/2020,31/12/2020,-38.6586,177.9851,0.5538888888888884,1991-2020
Gisborne (Gisborne),Maximum,Annual,2020,0,20.125,1/01/2020,31/12/2020,-38.6586,177.9851,0.6077777777777769,1991-2020
Gisborne (Gisborne),Minimum,Annual,2020,0,10.174999999999999,1/01/2020,31/12/2020,-38.6586,177.9851,0.47611111111110915,1991-2020
Gore (Southland),Average,Annual,2020,0,10.358333333333334,1/01/2020,31/12/2020,-46.115,168.887,0.41666666666666785,1991-2020
Gore (Southland),Maximum,Annual,2020,0,14.841666666666667,1/01/2020,31/12/2020,-46.115,168.887,0.5061111111111121,1991-2020
Gore (Southland),Minimum,Annual,2020,0,5.875,1/01/2020,31/12/2020,-46.115,168.887,0.3288888888888888,1991-2020
Hamilton (Waikato),Average,Annual,2020,0,14.108333333333334,1/01/2020,31/12/2020,-37.86088,175.33175,0.3244444444444454,1991-2020
Hamilton (Waikato),Maximum,Annual,2020,0,19.95,1/01/2020,31/12/2020,-37.86088,175.33175,0.8924999999999983,1991-2020
Hamilton (Waikato),Minimum,Annual,2020,0,8.258333333333333,1/01/2020,31/12/2020,-37.86088,175.33175,-0.248333333,1991-2020
Hokitika (West Coast),Average,Annual,2020,0,12.275,1/01/2020,31/12/2020,-42.71228,170.98428,0.4294444444444441,1991-2020
Hokitika (West Coast),Maximum,Annual,2020,0,16.208333333333332,1/01/2020,31/12/2020,-42.71228,170.98428,0.38555555555555365,1991-2020
Hokitika (West Coast),Minimum,Annual,2020,0,8.366666666666667,1/01/2020,31/12/2020,-42.71228,170.98428,0.49583333333333357,1991-2020
Invercargill (Southland),Average,Annual,2020,0,10.541666666666666,1/01/2020,31/12/2020,-46.41741,168.33052,0.4194444444444443,1991-2020
Invercargill (Southland),Maximum,Annual,2020,0,14.941666666666666,1/01/2020,31/12/2020,-46.41741,168.33052,0.3886111111111106,1991-2020
Invercargill (Southland),Minimum,Annual,2020,0,6.133333333333334,1/01/2020,31/12/2020,-46.41741,168.33052,0.443888889,1991-2020
Kerikeri (Northland),Average,Annual,2020,0,16.016666666666666,1/01/2020,31/12/2020,-35.183,173.926,0.4974999999999987,1991-2020
Kerikeri (Northland),Maximum,Annual,2020,0,21.09166666666667,1/01/2020,31/12/2020,-35.183,173.926,0.7861111111111114,1991-2020
Kerikeri (Northland),Minimum,Annual,2020,0,10.958333333333334,1/01/2020,31/12/2020,-35.183,173.926,0.22638888888888964,1991-2020
Lake Tekapo (Canterbury),Average,Annual,2020,0,9.433333333333334,1/01/2020,31/12/2020,-44.002,170.441,0.6838888888888892,1991-2020
Lake Tekapo (Canterbury),Maximum,Annual,2020,0,15.441666666666666,1/01/2020,31/12/2020,-44.002,170.441,0.9380555555555556,1991-2020
Lake Tekapo (Canterbury),Minimum,Annual,2020,0,3.4,1/01/2020,31/12/2020,-44.002,170.441,0.40388888888888896,1991-2020
Masterton (Wellington),Average,Annual,2020,0,12.933333333333334,1/01/2020,31/12/2020,-40.957,175.707,0.5144444444444449,1991-2020
Masterton (Wellington),Maximum,Annual,2020,0,18.716666666666665,1/01/2020,31/12/2020,-40.957,175.707,0.8458333333333314,1991-2020
Masterton (Wellington),Minimum,Annual,2020,0,7.133333333333334,1/01/2020,31/12/2020,-40.957,175.707,0.16416666666666746,1991-2020
Milford Sound (Southland),Average,Annual,2020,0,10.958333333333334,1/01/2020,31/12/2020,-44.67384,167.92406,0.3333333333333339,1991-2020
Milford Sound (Southland),Maximum,Annual,2020,0,15.033333333333333,1/01/2020,31/12/2020,-44.67384,167.92406,0.11416666666666586,1991-2020
Milford Sound (Southland),Minimum,Annual,2020,0,6.883333333333333,1/01/2020,31/12/2020,-44.67384,167.92406,0.5472222222222216,1991-2020
Napier (Hawke's Bay),Average,Annual,2020,0,15.025,1/01/2020,31/12/2020,-39.49846,176.91189,0.38333333333333286,1991-2020
Napier (Hawke's Bay),Maximum,Annual,2020,0,20.108333333333334,1/01/2020,31/12/2020,-39.49846,176.91189,0.5086111111111116,1991-2020
Napier (Hawke's Bay),Minimum,Annual,2020,0,9.95,1/01/2020,31/12/2020,-39.49846,176.91189,0.26472222222222186,1991-2020
Nelson (Nelson),Average,Annual,2020,0,13.591666666666667,1/01/2020,31/12/2020,-41.299,173.226,0.4150000000000009,1991-2020
Nelson (Nelson),Maximum,Annual,2020,0,17.85,1/01/2020,31/12/2020,-41.299,173.226,0.1566666666666663,1991-2020
Nelson (Nelson),Minimum,Annual,2020,0,9.291666666666666,1/01/2020,31/12/2020,-41.299,173.226,0.6866666666666656,1991-2020
New Plymouth (Taranaki),Average,Annual,2020,0,14.116666666666667,1/01/2020,31/12/2020,-39.0079,174.18382,0.3027777777777789,1991-2020
New Plymouth (Taranaki),Maximum,Annual,2020,0,18.1,1/01/2020,31/12/2020,-39.0079,174.18382,0.5677777777777777,1991-2020
New Plymouth (Taranaki),Minimum,Annual,2020,0,10.116666666666667,1/01/2020,31/12/2020,-39.0079,174.18382,0.023333333333333428,1991-2020
Queenstown (Otago),Average,Annual,2020,0,10.375,1/01/2020,31/12/2020,-45.01758,168.74005,0.5238888888888891,1991-2020
Queenstown (Otago),Maximum,Annual,2020,0,15.958333333333334,1/01/2020,31/12/2020,-45.01758,168.74005,0.7030555555555562,1991-2020
Queenstown (Otago),Minimum,Annual,2020,0,4.816666666666666,1/01/2020,31/12/2020,-45.01758,168.74005,0.36416666666666675,1991-2020
Reefton (West Coast),Average,Annual,2020,0,11.975,1/01/2020,31/12/2020,-42.11578,171.86014,0.26083333333333236,1991-2020
Reefton (West Coast),Maximum,Annual,2020,0,17.491666666666667,1/01/2020,31/12/2020,-42.11578,171.86014,0.501388889,1991-2020
Reefton (West Coast),Minimum,Annual,2020,0,6.466666666666667,1/01/2020,31/12/2020,-42.11578,171.86014,0.026388888888888573,1991-2020
Rotorua (Bay of Plenty),Average,Annual,2020,0,13.3,1/01/2020,31/12/2020,-38.10595,176.31485,0.5316666666666681,1991-2020
Rotorua (Bay of Plenty),Maximum,Annual,2020,0,18.183333333333334,1/01/2020,31/12/2020,-38.10595,176.31485,0.8177777777777777,1991-2020
Rotorua (Bay of Plenty),Minimum,Annual,2020,0,8.408333333333333,1/01/2020,31/12/2020,-38.10595,176.31485,0.2400000000000002,1991-2020
Tara Hills (Canterbury),Average,Annual,2020,0,10.083333333333334,1/01/2020,31/12/2020,-44.52612,169.88948,0.39722222222222214,1991-2020
Tara Hills (Canterbury),Maximum,Annual,2020,0,16.766666666666666,1/01/2020,31/12/2020,-44.52612,169.88948,0.7669444444444427,1991-2020
Tara Hills (Canterbury),Minimum,Annual,2020,0,3.4166666666666665,1/01/2020,31/12/2020,-44.52612,169.88948,0.046111111111111214,1991-2020
Taumarunui (Manawatu-Whanganui),Average,Annual,2020,0,12.708333333333334,1/01/2020,31/12/2020,-38.88784,175.25981,0.10611111111111171,1991-2020
Taumarunui (Manawatu-Whanganui),Maximum,Annual,2020,0,18.95,1/01/2020,31/12/2020,-38.88784,175.25981,0.4363888888888887,1991-2020
Taumarunui (Manawatu-Whanganui),Minimum,Annual,2020,0,6.45,1/01/2020,31/12/2020,-38.88784,175.25981,-0.218055556,1991-2020
Taupo (Waikato),Average,Annual,2020,0,12.225,1/01/2020,31/12/2020,-38.74263,176.08104,0.29916666666666636,1991-2020
Taupo (Waikato),Maximum,Annual,2020,0,17.266666666666666,1/01/2020,31/12/2020,-38.74263,176.08104,0.38805555555555316,1991-2020
Taupo (Waikato),Minimum,Annual,2020,0,7.175,1/01/2020,31/12/2020,-38.74263,176.08104,0.1988888888888889,1991-2020
Tauranga (Bay of Plenty),Average,Annual,2020,0,15.816666666666666,1/01/2020,31/12/2020,-37.673,176.196,0.6869444444444444,1991-2020
Tauranga (Bay of Plenty),Maximum,Annual,2020,0,20.258333333333333,1/01/2020,31/12/2020,-37.673,176.196,0.844444444,1991-2020
Tauranga (Bay of Plenty),Minimum,Annual,2020,0,11.35,1/01/2020,31/12/2020,-37.673,176.196,0.5011111111111113,1991-2020
Timaru (Canterbury),Average,Annual,2020,0,10.983333333333333,1/01/2020,31/12/2020,-44.30517,171.22141,0.3924999999999983,1991-2020
Timaru (Canterbury),Maximum,Annual,2020,0,16.858333333333334,1/01/2020,31/12/2020,-44.30517,171.22141,0.4961111111111123,1991-2020
Timaru (Canterbury),Minimum,Annual,2020,0,5.091666666666667,1/01/2020,31/12/2020,-44.30517,171.22141,0.26833333333333353,1991-2020
Waiouru (Manawatu-Whanganui),Average,Annual,2020,0,9.691666666666666,1/01/2020,31/12/2020,-39.46249,175.66283,0.4477777777777767,1991-2020
Waiouru (Manawatu-Whanganui),Maximum,Annual,2020,0,14.6,1/01/2020,31/12/2020,-39.46249,175.66283,0.7949999999999999,1991-2020
Waiouru (Manawatu-Whanganui),Minimum,Annual,2020,0,4.716666666666667,1/01/2020,31/12/2020,-39.46249,175.66283,0.045277778,1991-2020
Wellington (Wellington),Average,Annual,2020,0,13.308333333333334,1/01/2020,31/12/2020,-41.285,174.768,0.24444444444444535,1991-2020
Wellington (Wellington),Maximum,Annual,2020,0,16.041666666666668,1/01/2020,31/12/2020,-41.285,174.768,0.074444444,1991-2020
Wellington (Wellington),Minimum,Annual,2020,0,10.566666666666666,1/01/2020,31/12/2020,-41.285,174.768,0.41805555555555607,1991-2020
Whanganui (Manawatu-Whanganui),Average,Annual,2020,0,14.241666666666667,1/01/2020,31/12/2020,-39.93704,175.04509,0.12111111111111228,1991-2020
Whanganui (Manawatu-Whanganui),Maximum,Annual,2020,0,18.416666666666668,1/01/2020,31/12/2020,-39.93704,175.04509,0.26583333333333314,1991-2020
Whanganui (Manawatu-Whanganui),Minimum,Annual,2020,0,10.058333333333334,1/01/2020,31/12/2020,-39.93704,175.04509,-0.033611111,1991-2020
Whangaparaoa (Auckland),Average,Annual,2020,0,16.575,1/01/2020,31/12/2020,-36.606,174.835,0.674722222,1991-2020
Whangaparaoa (Auckland),Maximum,Annual,2020,0,20.05,1/01/2020,31/12/2020,-36.606,174.835,1.0327777777777776,1991-2020
Whangaparaoa (Auckland),Minimum,Annual,2020,0,13.091666666666667,1/01/2020,31/12/2020,-36.606,174.835,0.3036111111111115,1991-2020
Whangarei (Northland),Average,Annual,2020,0,16.6,1/01/2020,31/12/2020,-35.769,174.364,0.5833333333333357,1991-2020
Whangarei (Northland),Maximum,Annual,2020,0,20.808333333333334,1/01/2020,31/12/2020,-35.769,174.364,0.8158333333333339,1991-2020
Whangarei (Northland),Minimum,Annual,2020,0,12.383333333333333,1/01/2020,31/12/2020,-35.769,174.364,0.3405555555555555,1991-2020
Auckland (Auckland),Average,Autumn,2019,0,17,1/03/2019,31/05/2019,-37.00813,174.78873,0.8413333333333313,1961-1990
Auckland (Auckland),Average,Spring,2019,0,15.1,1/09/2019,30/11/2019,-37.00813,174.78873,0.690666667,1961-1990
Auckland (Auckland),Average,Summer,2019,0,20.333333333333336,1/12/2018,28/02/2019,-37.00813,174.78873,1.2611111111111128,1961-1990
Auckland (Auckland),Average,Winter,2019,0,11.966666666666667,1/06/2019,31/08/2019,-37.00813,174.78873,0.8879999999999999,1961-1990
Auckland (Auckland),Maximum,Autumn,2019,0,21.1,1/03/2019,31/05/2019,-37.00813,174.78873,1.3093333333333348,1961-1990
Auckland (Auckland),Maximum,Spring,2019,0,18.466666666666665,1/09/2019,30/11/2019,-37.00813,174.78873,0.7639999999999993,1961-1990
Auckland (Auckland),Maximum,Summer,2019,0,23.966666666666665,1/12/2018,28/02/2019,-37.00813,174.78873,1.2111111111111086,1961-1990
Auckland (Auckland),Maximum,Winter,2019,0,15.433333333333334,1/06/2019,31/08/2019,-37.00813,174.78873,0.897333333,1961-1990
Auckland (Auckland),Minimum,Autumn,2019,0,12.933333333333334,1/03/2019,31/05/2019,-37.00813,174.78873,0.4039999999999999,1961-1990
Auckland (Auckland),Minimum,Spring,2019,0,11.8,1/09/2019,30/11/2019,-37.00813,174.78873,0.6920000000000002,1961-1990
Auckland (Auckland),Minimum,Summer,2019,0,16.666666666666668,1/12/2018,28/02/2019,-37.00813,174.78873,1.270833333333334,1961-1990
Auckland (Auckland),Minimum,Winter,2019,0,8.533333333333333,1/06/2019,31/08/2019,-37.00813,174.78873,0.9146666666666663,1961-1990
Blenheim (Marlborough),Average,Autumn,2019,0,13.9,1/03/2019,31/05/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Average,Spring,2019,0,12.766666666666667,1/09/2019,30/11/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Average,Summer,2019,0,18.733333333333334,1/12/2018,28/02/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Average,Winter,2019,0,7.933333333333334,1/06/2019,31/08/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Maximum,Autumn,2019,0,20,1/03/2019,31/05/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Maximum,Spring,2019,0,18.9,1/09/2019,30/11/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Maximum,Summer,2019,0,25.5,1/12/2018,28/02/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Maximum,Winter,2019,0,14.1,1/06/2019,31/08/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Minimum,Autumn,2019,0,7.8,1/03/2019,31/05/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Minimum,Spring,2019,0,6.566666666666666,1/09/2019,30/11/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Minimum,Summer,2019,0,12,1/12/2018,28/02/2019,-41.52133,173.86439,NA,1961-1990
Blenheim (Marlborough),Minimum,Winter,2019,0,1.8,1/06/2019,31/08/2019,-41.52133,173.86439,NA,1961-1990
Christchurch (Canterbury),Average,Autumn,2019,0,12.933333333333334,1/03/2019,31/05/2019,-43.493,172.537,0.87,1961-1990
Christchurch (Canterbury),Average,Spring,2019,0,11.866666666666667,1/09/2019,30/11/2019,-43.493,172.537,0.17555555555555635,1961-1990
Christchurch (Canterbury),Average,Summer,2019,0,17.666666666666668,1/12/2018,28/02/2019,-43.493,172.537,1.0855555555555547,1961-1990
Christchurch (Canterbury),Average,Winter,2019,0,6.8999999999999995,1/06/2019,31/08/2019,-43.493,172.537,0.5655555555555551,1961-1990
Christchurch (Canterbury),Maximum,Autumn,2019,0,18.366666666666667,1/03/2019,31/05/2019,-43.493,172.537,1.1911111111111126,1961-1990
Christchurch (Canterbury),Maximum,Spring,2019,0,17.7,1/09/2019,30/11/2019,-43.493,172.537,0.7822222222222202,1961-1990
Christchurch (Canterbury),Maximum,Summer,2019,0,23.166666666666668,1/12/2018,28/02/2019,-43.493,172.537,1.4888888888888907,1961-1990
Christchurch (Canterbury),Maximum,Winter,2019,0,12.799999999999999,1/06/2019,31/08/2019,-43.493,172.537,1.452222222,1961-1990
Christchurch (Canterbury),Minimum,Autumn,2019,0,7.466666666666666,1/03/2019,31/05/2019,-43.493,172.537,0.5155555555555544,1961-1990
Christchurch (Canterbury),Minimum,Spring,2019,0,6.066666666666666,1/09/2019,30/11/2019,-43.493,172.537,-0.4,1961-1990
Christchurch (Canterbury),Minimum,Summer,2019,0,12.233333333333334,1/12/2018,28/02/2019,-43.493,172.537,0.75,1961-1990
Christchurch (Canterbury),Minimum,Winter,2019,0,1,1/06/2019,31/08/2019,-43.493,172.537,-0.322222222,1961-1990
Dannevirke (Manawatu-Whanganui),Average,Autumn,2019,0,13.200000000000001,1/03/2019,31/05/2019,-40.21,176.109,0.6577777777777793,1961-1990
Dannevirke (Manawatu-Whanganui),Average,Spring,2019,0,12.700000000000001,1/09/2019,30/11/2019,-40.21,176.109,1.1517241379310352,1961-1990
Dannevirke (Manawatu-Whanganui),Average,Summer,2019,0,17.033333333333335,1/12/2018,28/02/2019,-40.21,176.109,0.8206896551724157,1961-1990
Dannevirke (Manawatu-Whanganui),Average,Winter,2019,0,8.833333333333334,1/06/2019,31/08/2019,-40.21,176.109,1.2781609195402304,1961-1990
Dannevirke (Manawatu-Whanganui),Maximum,Autumn,2019,0,18.266666666666666,1/03/2019,31/05/2019,-40.21,176.109,1.2255555555555553,1961-1990
Dannevirke (Manawatu-Whanganui),Maximum,Spring,2019,0,17.133333333333333,1/09/2019,30/11/2019,-40.21,176.109,1.3402298850574716,1961-1990
Dannevirke (Manawatu-Whanganui),Maximum,Summer,2019,0,22.3,1/12/2018,28/02/2019,-40.21,176.109,1.1000000000000014,1961-1990
Dannevirke (Manawatu-Whanganui),Maximum,Winter,2019,0,12.9,1/06/2019,31/08/2019,-40.21,176.109,1.6528735632183906,1961-1990
Dannevirke (Manawatu-Whanganui),Minimum,Autumn,2019,0,8.133333333333333,1/03/2019,31/05/2019,-40.21,176.109,0.058888889,1961-1990
Dannevirke (Manawatu-Whanganui),Minimum,Spring,2019,0,8.166666666666666,1/09/2019,30/11/2019,-40.21,176.109,0.8311111111111105,1961-1990
Dannevirke (Manawatu-Whanganui),Minimum,Summer,2019,0,11.799999999999999,1/12/2018,28/02/2019,-40.21,176.109,0.561111111,1961-1990
Dannevirke (Manawatu-Whanganui),Minimum,Winter,2019,0,4.766666666666667,1/06/2019,31/08/2019,-40.21,176.109,0.8544444444444443,1961-1990
Dunedin (Otago),Average,Autumn,2019,0,13.466666666666667,1/03/2019,31/05/2019,-45.90129,170.5147,1.5344444444444445,1961-1990
Dunedin (Otago),Average,Spring,2019,0,11.333333333333334,1/09/2019,30/11/2019,-45.90129,170.5147,0.1277777777777782,1961-1990
Dunedin (Otago),Average,Summer,2019,0,16.133333333333333,1/12/2018,28/02/2019,-45.90129,170.5147,1.0488888888888876,1961-1990
Dunedin (Otago),Average,Winter,2019,0,8.066666666666666,1/06/2019,31/08/2019,-45.90129,170.5147,0.7822222222222219,1961-1990
